OBJECTID,RowNumber,Incident_Type,Date_Occurred,Date_Received,File_Number,Investigation_Status,Disposition,Citizen_Arrested,UseOfForce_Reason,Citizen_Injured,Officer_Injured,Cit_Infl_Assmt,Report_Type,Sex,Race,Citizen_Age,Year,Force_Used
1146,1146,Use of force,2021/03/22 03:59:59+00,2021/03/22 03:59:59+00,IA2021-0215,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2021,Taser
1147,1147,Use of force,2021/03/21 03:59:59+00,2021/03/21 03:59:59+00,IA2021-0150,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,White,36-45,2021,Taser
1148,1148,Use of force,2021/04/02 03:59:59+00,2021/04/02 03:59:59+00,IA2021-0173,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,36-45,2021,Taser
1149,1149,Use of force,2021/04/07 03:59:59+00,2021/04/07 03:59:59+00,IA2021-0180,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2021,Taser
1150,1150,Use of force,2021/04/07 03:59:59+00,2021/04/07 03:59:59+00,IA2021-0180,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1151,1151,Use of force,2021/04/07 03:59:59+00,2021/04/07 03:59:59+00,IA2021-0180,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1152,1152,Firearm discharge,2021/03/12 05:00:00+00,2021/04/13 03:59:59+00,IA2021-0130,Completed,Exonerated,No,,No,No,Drugs,Complainant,Male,White,18-25,2021,Firearm
1153,1153,Firearm discharge,2021/03/12 05:00:00+00,2021/04/13 03:59:59+00,IA2021-0130,Completed,Exonerated,No,,No,No,Drugs,Complainant,Male,White,18-25,2021,Firearm
1154,1154,Firearm discharge,2021/03/12 05:00:00+00,2021/04/13 03:59:59+00,IA2021-0130,Completed,Exonerated,No,,No,No,Drugs,Complainant,Male,White,18-25,2021,Firearm
1155,1155,Firearm discharge,2021/03/12 05:00:00+00,2021/04/13 03:59:59+00,IA2021-0130,Completed,Exonerated,No,,No,No,Drugs,Complainant,Male,White,18-25,2021,Firearm
1156,1156,Use of force,2021/03/31 03:59:59+00,2021/03/31 03:59:59+00,IA2021-0162,Completed,Exonerated,No,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,46-55,2021,Taser
1157,1157,Use of force,2021/02/18 05:00:00+00,2021/04/16 03:59:59+00,IA2021-0134,Completed,Exonerated,Yes,Non-Compliance,No,No,,Complainant,Male,Black,26-35,2021,Taser
1158,1158,Use of force,2021/02/18 05:00:00+00,2021/04/16 03:59:59+00,IA2021-0134,Completed,Exonerated,Yes,Non-Compliance,No,No,,Complainant,Male,Black,26-35,2021,Physical Force
1159,1159,Use of force,2021/04/05 03:59:59+00,2021/04/05 03:59:59+00,IA2021-0176,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,Black,36-45,2021,Taser
1160,1160,Use of force,2021/04/05 03:59:59+00,2021/04/05 03:59:59+00,IA2021-0176,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,Black,36-45,2021,Physical Force
1161,1161,Use of force,2021/03/11 05:00:00+00,2021/03/11 05:00:00+00,IA2021-0194,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,36-45,2021,Taser
1162,1162,Use of force,2021/03/31 03:59:59+00,2021/03/31 03:59:59+00,IA2021-0163,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1163,1163,Use of force,2021/03/31 03:59:59+00,2021/03/31 03:59:59+00,IA2021-0163,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1164,1164,Use of force,2021/03/31 03:59:59+00,2021/03/31 03:59:59+00,IA2021-0163,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1165,1165,Use of force,2021/02/24 05:00:00+00,2021/04/21 03:59:59+00,IA2021-0140,Completed,Partially Sustained,Yes,Non-Compliance,Yes,No,Drugs,Complainant,Male,Black,46-55,2021,Physical Force
1166,1166,Use of force,2021/04/07 03:59:59+00,2021/04/07 03:59:59+00,IA2021-0218,Completed,Exonerated,No,Self Harming Behavior,No,No,Unknown Drugs,Complainant,Male,No Race Listed,26-35,2021,Taser
1167,1167,Use of force,2021/04/16 03:59:59+00,2021/04/22 03:59:59+00,IA2021-0202,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,18-25,2021,
1168,1168,Use of force,2021/04/08 03:59:59+00,2021/04/08 03:59:59+00,IA2021-0220,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,36-45,2021,Physical Force
1169,1169,Use of force,2021/04/23 03:59:59+00,2021/04/23 03:59:59+00,IA2021-0231,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,26-35,2021,
1170,1170,Use of force,2021/04/22 03:59:59+00,2021/04/22 03:59:59+00,IA2021-0228,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,18-25,2021,Taser
1171,1171,Use of force,2021/05/02 03:59:59+00,2021/05/02 03:59:59+00,IA2021-0239,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,26-35,2021,Physical Force
1172,1172,Use of force,2021/01/23 05:00:00+00,2021/05/11 03:59:59+00,IA2021-0207,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Choked
1173,1173,Use of force,2021/01/23 05:00:00+00,2021/05/11 03:59:59+00,IA2021-0207,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1174,1174,Use of force,2021/01/23 05:00:00+00,2021/05/11 03:59:59+00,IA2021-0207,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1175,1175,Use of force,2021/03/02 05:00:00+00,2021/03/02 05:00:00+00,IA2021-0210,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol and unknown drugs,Complainant,Male,Black,36-45,2021,Pepper Spray
1176,1176,Use of force,2021/03/02 05:00:00+00,2021/03/02 05:00:00+00,IA2021-0210,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol and unknown drugs,Complainant,Male,Black,36-45,2021,Taser
1177,1177,Use of force,2021/05/13 03:59:59+00,2021/05/13 03:59:59+00,IA2021-0256,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Taser
1178,1178,Use of force,2021/05/13 03:59:59+00,2021/05/13 03:59:59+00,IA2021-0256,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Pepper Spray
1179,1179,Use of force,2021/05/13 03:59:59+00,2021/05/13 03:59:59+00,IA2021-0256,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1180,1180,Use of force,2021/05/13 03:59:59+00,2021/05/13 03:59:59+00,IA2021-0256,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Taser
1181,1181,Use of force,2021/05/13 03:59:59+00,2021/05/13 03:59:59+00,IA2021-0256,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Taser
1182,1182,Use of force,2021/05/13 03:59:59+00,2021/05/13 03:59:59+00,IA2021-0256,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1183,1183,Use of force,2021/05/10 03:59:59+00,2021/05/10 03:59:59+00,IA2021-0254,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1184,1184,Use of force,2021/05/10 03:59:59+00,2021/05/10 03:59:59+00,IA2021-0254,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,18-25,2021,
1185,1185,Use of force,2021/05/16 03:59:59+00,2021/05/16 03:59:59+00,IA2021-0258,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,18-25,2021,Pepper Spray
1186,1186,Use of force,2021/05/18 03:59:59+00,2021/05/18 03:59:59+00,IA2021-0268,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Canine
1187,1187,Use of force,2021/05/23 03:59:59+00,2021/05/23 03:59:59+00,IA2021-0277,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,26-35,2021,
1188,1188,Use of force,2021/05/12 03:59:59+00,2021/05/12 03:59:59+00,IA2021-0293,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,36-45,2021,Other
1189,1189,Use of force,2021/05/12 03:59:59+00,2021/05/12 03:59:59+00,IA2021-0293,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,36-45,2021,
1190,1190,Use of force,2021/05/12 03:59:59+00,2021/05/12 03:59:59+00,IA2021-0293,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,36-45,2021,Physical Force
1191,1191,Use of force,2021/05/12 03:59:59+00,2021/05/12 03:59:59+00,IA2021-0293,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,36-45,2021,Other
1192,1192,Use of force,2021/05/20 03:59:59+00,2021/05/20 03:59:59+00,IA2021-0272,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Canine
1193,1193,Use of force,2021/05/20 03:59:59+00,2021/05/20 03:59:59+00,IA2021-0272,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1194,1194,Use of force,2021/05/24 03:59:59+00,2021/05/24 03:59:59+00,IA2021-0278,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown Drugs,Complainant,Male,White,36-45,2021,
1195,1195,Use of force,2021/05/15 03:59:59+00,2021/05/15 03:59:59+00,IA2021-0246,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,18-25,2021,Other
1196,1196,Use of force,2021/05/24 03:59:59+00,2021/05/24 03:59:59+00,IA2021-0298,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,>55,2021,Canine
1197,1197,Use of force,2021/05/24 03:59:59+00,2021/05/24 03:59:59+00,IA2021-0298,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,>55,2021,Physical Force
1198,1198,Use of force,2021/05/24 03:59:59+00,2021/05/24 03:59:59+00,IA2021-0298,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,>55,2021,Physical Force
1199,1199,Use of force,2021/05/23 03:59:59+00,2021/05/23 03:59:59+00,IA2021-0296,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,White,26-35,2021,Taser
1200,1200,Use of force,2021/05/18 03:59:59+00,2021/05/18 03:59:59+00,IA2021-0276,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,Black,46-55,2021,Taser
1201,1201,Use of force,2021/05/24 03:59:59+00,2021/05/24 03:59:59+00,IA2021-0303,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,18-25,2021,Taser
1202,1202,Use of force,2021/06/08 03:59:59+00,2021/06/08 03:59:59+00,IA2021-0383,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,36-45,2021,Physical Force
1203,1203,Use of force,2021/06/08 03:59:59+00,2021/06/08 03:59:59+00,IA2021-0383,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,36-45,2021,Physical Force
1204,1204,Use of force,2021/05/28 03:59:59+00,2021/05/28 03:59:59+00,IA2021-0299,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2021,Taser
1205,1205,Use of force,2021/06/13 03:59:59+00,2021/06/16 03:59:59+00,IA2021-0431,Completed,Partially Sustained,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,36-45,2021,Physical Force
1206,1206,Use of force,2021/06/13 03:59:59+00,2021/06/16 03:59:59+00,IA2021-0431,Completed,Partially Sustained,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,36-45,2021,Taser
1207,1207,Use of force,2021/06/13 03:59:59+00,2021/06/16 03:59:59+00,IA2021-0431,Completed,Partially Sustained,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,36-45,2021,Physical Force
1208,1208,Use of force,2021/06/18 03:59:59+00,2021/06/18 03:59:59+00,IA2021-0337,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,White,46-55,2021,Taser
1209,1209,Use of force,2021/06/11 03:59:59+00,2021/06/11 03:59:59+00,IA2021-0338,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,White,26-35,2021,Taser
1210,1210,Use of force,2021/05/20 03:59:59+00,2021/05/20 03:59:59+00,IA2021-0315,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Canine
1211,1211,Use of force,2021/05/29 03:59:59+00,2021/06/09 03:59:59+00,IA2021-0317,Completed,Exonerated,Yes,Combative,No,No,Drugs,Complainant,Female,White,26-35,2021,Physical Force
1212,1212,Use of force,2021/05/29 03:59:59+00,2021/06/09 03:59:59+00,IA2021-0317,Completed,Exonerated,Yes,Combative,No,No,Drugs,Complainant,Female,White,26-35,2021,Physical Force
1213,1213,Use of force,2021/05/29 03:59:59+00,2021/06/09 03:59:59+00,IA2021-0317,Completed,Exonerated,Yes,Combative,No,No,Drugs,Complainant,Female,White,26-35,2021,Physical Force
1214,1214,Use of force,2021/05/29 03:59:59+00,2021/06/09 03:59:59+00,IA2021-0317,Completed,Exonerated,Yes,Combative,No,No,Drugs,Complainant,Female,White,26-35,2021,Physical Force
1215,1215,Use of force,2021/05/29 03:59:59+00,2021/06/09 03:59:59+00,IA2021-0317,Completed,Exonerated,Yes,Combative,No,No,Drugs,Complainant,Female,White,26-35,2021,Physical Force
1216,1216,Use of force,2021/06/04 03:59:59+00,2021/06/04 03:59:59+00,IA2021-0316,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,Black,18-25,2021,Taser
1217,1217,Use of force,2021/06/04 03:59:59+00,2021/06/04 03:59:59+00,IA2021-0316,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,Black,18-25,2021,Other
1218,1218,Use of force,2021/06/04 03:59:59+00,2021/06/04 03:59:59+00,IA2021-0316,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,Black,18-25,2021,Taser
1219,1219,Use of force,2021/06/22 03:59:59+00,2021/06/22 03:59:59+00,IA2021-0348,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,White,>55,2021,Other Less Lethal Munit
1220,1220,Use of force,2021/06/22 03:59:59+00,2021/06/22 03:59:59+00,IA2021-0348,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,White,>55,2021,Canine
1221,1221,Use of force,2021/06/19 03:59:59+00,2021/06/19 03:59:59+00,IA2021-0511,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,36-45,2021,Taser
1222,1222,Use of force,2021/06/25 03:59:59+00,2021/06/25 03:59:59+00,IA2021-0352,Completed,Exonerated,No,Self Harming Behavior,Yes,No,Mentally unstable,Complainant,Male,White,26-35,2021,Taser
1223,1223,Use of force,2021/06/22 03:59:59+00,2021/06/22 03:59:59+00,IA2021-0349,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2021,Taser
1224,1224,Use of force,2021/06/22 03:59:59+00,2021/06/22 03:59:59+00,IA2021-0349,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2021,Other
1225,1225,Use of force,2021/06/22 03:59:59+00,2021/06/22 03:59:59+00,IA2021-0349,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2021,
1226,1226,Use of force,2021/07/01 03:59:59+00,2021/07/01 03:59:59+00,IA2021-0363,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,>55,2021,Physical Force
1227,1227,Use of force,2021/07/01 03:59:59+00,2021/07/01 03:59:59+00,IA2021-0363,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,>55,2021,
1228,1228,Use of force,2021/06/22 03:59:59+00,2021/06/22 03:59:59+00,IA2021-0351,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2021,Taser
1229,1229,Use of force,2021/06/22 03:59:59+00,2021/06/22 03:59:59+00,IA2021-0351,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2021,Physical Force
1230,1230,Use of force,2021/06/23 03:59:59+00,2021/06/23 03:59:59+00,IA2021-0357,Completed,Exonerated,No,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1231,1231,Use of force,2021/07/05 03:59:59+00,2021/07/05 03:59:59+00,IA2021-0369,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,18-25,2021,Taser
1232,1232,Use of force,2021/07/17 03:59:59+00,2021/07/17 03:59:59+00,IA2021-0407,Completed,Exonerated,Yes,Other (Explain in Narrative),No,No,Unknown,Complainant,Male,Black,36-45,2021,
1233,1233,Use of force,2021/07/17 03:59:59+00,2021/07/17 03:59:59+00,IA2021-0407,Completed,Exonerated,Yes,Other (Explain in Narrative),No,No,Unknown,Complainant,Male,Black,36-45,2021,
1234,1234,Use of force,2021/07/07 03:59:59+00,2021/07/07 03:59:59+00,IA2021-0396,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,18-25,2021,
1235,1235,Use of force,2021/07/07 03:59:59+00,2021/07/07 03:59:59+00,IA2021-0396,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,18-25,2021,
1236,1236,Use of force,2021/07/07 03:59:59+00,2021/07/07 03:59:59+00,IA2021-0396,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,18-25,2021,
1237,1237,Use of force,2021/07/20 03:59:59+00,2021/07/20 03:59:59+00,IA2021-0437,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,White,36-45,2021,Taser
1238,1238,Use of force,2021/07/15 03:59:59+00,2021/07/15 03:59:59+00,IA2021-0401,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Taser
1239,1239,Use of force,2021/06/18 03:59:59+00,2021/06/18 03:59:59+00,IA2021-0390,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,Black,26-35,2021,
1240,1240,Use of force,2021/07/15 03:59:59+00,2021/07/15 03:59:59+00,IA2021-0405,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Canine
1241,1241,Use of force,2021/07/21 03:59:59+00,2021/07/21 03:59:59+00,IA2021-0439,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Canine
1242,1242,Use of force,2021/07/17 03:59:59+00,2021/07/17 03:59:59+00,IA2021-0458,Completed,Exonerated,Yes,Combative,No,No,Drugs,Complainant,Female,White,46-55,2021,Taser
1243,1243,Use of force,2021/07/17 03:59:59+00,2021/07/17 03:59:59+00,IA2021-0458,Completed,Exonerated,Yes,Combative,No,No,Drugs,Complainant,Female,White,46-55,2021,Physical Force
1244,1244,Use of force,2021/07/24 03:59:59+00,2021/07/24 03:59:59+00,IA2021-0444,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,26-35,2021,
1245,1245,Use of force,2021/07/19 03:59:59+00,2021/07/19 03:59:59+00,IA2021-0422,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,White,>55,2021,Taser
1246,1246,Use of force,2021/07/26 03:59:59+00,2021/07/26 03:59:59+00,IA2021-0447,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Physical Force
1247,1247,Use of force,2021/07/26 03:59:59+00,2021/07/26 03:59:59+00,IA2021-0447,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Physical Force
1248,1248,Use of force,2021/07/26 03:59:59+00,2021/07/26 03:59:59+00,IA2021-0447,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Physical Force
1249,1249,Use of force,2021/07/26 03:59:59+00,2021/07/26 03:59:59+00,IA2021-0447,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Physical Force
1250,1250,Use of force,2021/06/06 03:59:59+00,2021/06/06 03:59:59+00,IA2021-0386,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Female,White,26-35,2021,Taser
1251,1251,Use of force,2021/07/27 03:59:59+00,2021/07/27 03:59:59+00,IA2021-0451,Completed,Exonerated,Yes,Combative,Yes,No,Drugs,Complainant,Male,Black,36-45,2021,Taser
1252,1252,Use of force,2021/07/27 03:59:59+00,2021/07/27 03:59:59+00,IA2021-0451,Completed,Exonerated,Yes,Combative,Yes,No,Drugs,Complainant,Male,Black,36-45,2021,Taser
1253,1253,Use of force,2021/07/22 03:59:59+00,2021/07/22 03:59:59+00,IA2021-0443,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,White,36-45,2021,Taser
1254,1254,Use of force,2021/07/02 03:59:59+00,2021/07/02 03:59:59+00,IA2021-0415,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,46-55,2021,Taser
1255,1255,Use of force,2021/08/01 03:59:59+00,2021/08/01 03:59:59+00,IA2021-0512,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,18-25,2021,Physical Force
1256,1256,Use of force,2021/08/01 03:59:59+00,2021/08/01 03:59:59+00,IA2021-0512,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,18-25,2021,Physical Force
1257,1257,Use of force,2021/08/01 03:59:59+00,2021/08/01 03:59:59+00,IA2021-0512,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,18-25,2021,Physical Force
1258,1258,Use of force,2021/08/05 03:59:59+00,2021/08/05 03:59:59+00,IA2021-0477,Completed,Not Sustained,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2021,Physical Force
1259,1259,Use of force,2021/08/05 03:59:59+00,2021/08/05 03:59:59+00,IA2021-0477,Completed,Not Sustained,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2021,Physical Force
1260,1260,Use of force,2021/08/05 03:59:59+00,2021/08/05 03:59:59+00,IA2021-0477,Completed,Not Sustained,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2021,Other
1261,1261,Use of force,2021/07/09 03:59:59+00,2021/07/09 03:59:59+00,IA2021-0425,Completed,Exonerated,Yes,Non-Compliance,No,No,Drugs,Complainant,Male,White,36-45,2021,Physical Force
1262,1262,Use of force,2021/07/09 03:59:59+00,2021/07/09 03:59:59+00,IA2021-0425,Completed,Exonerated,Yes,Non-Compliance,No,No,Drugs,Complainant,Male,White,36-45,2021,Physical Force
1263,1263,Use of force,2021/02/18 05:00:00+00,2021/07/30 03:59:59+00,IA2021-0414,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,26-35,2021,Physical Force
1264,1264,Use of force,2021/08/04 03:59:59+00,2021/08/04 03:59:59+00,IA2021-0475,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,Black,36-45,2021,Physical Force
1265,1265,Use of force,2021/08/03 03:59:59+00,2021/08/03 03:59:59+00,IA2021-0469,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2021,Taser
1266,1266,Use of force,2021/08/03 03:59:59+00,2021/08/03 03:59:59+00,IA2021-0469,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2021,Other
1267,1267,Use of force,2021/08/16 03:59:59+00,2021/08/16 03:59:59+00,IA2021-0489,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,26-35,2021,Physical Force
1268,1268,Use of force,2021/08/16 03:59:59+00,2021/08/16 03:59:59+00,IA2021-0489,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,26-35,2021,Physical Force
1269,1269,Use of force,2021/08/13 03:59:59+00,2021/08/13 03:59:59+00,IA2021-0486,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,26-35,2021,Taser
1270,1270,Use of force,2021/08/13 03:59:59+00,2021/08/13 03:59:59+00,IA2021-0486,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,26-35,2021,
1271,1271,Use of force,2021/08/22 03:59:59+00,2021/08/22 03:59:59+00,IA2021-0496,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,Black,26-35,2021,Taser
1272,1272,Use of force,2021/07/21 03:59:59+00,2021/07/21 03:59:59+00,IA2021-0460,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,36-45,2021,Taser
1273,1273,Use of force,2021/07/29 03:59:59+00,2021/07/29 03:59:59+00,IA2021-0589,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,Black,0-17,2021,Other
1274,1274,Use of force,2021/08/13 03:59:59+00,2021/08/13 03:59:59+00,IA2021-0487,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2021,Taser
1275,1275,Use of force,2021/08/13 03:59:59+00,2021/08/28 03:59:59+00,IA2021-0552,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,>55,2021,Physical Force
1276,1276,Use of force,2021/08/13 03:59:59+00,2021/08/28 03:59:59+00,IA2021-0552,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,>55,2021,Physical Force
1277,1277,Use of force,2021/08/14 03:59:59+00,2021/08/14 03:59:59+00,IA2021-0488,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1278,1278,Use of force,2021/08/14 03:59:59+00,2021/08/14 03:59:59+00,IA2021-0488,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Canine
1279,1279,Use of force,2021/08/14 03:59:59+00,2021/08/14 03:59:59+00,IA2021-0488,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Taser
1280,1280,Use of force,2021/08/14 03:59:59+00,2021/08/14 03:59:59+00,IA2021-0488,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
